,0,ladder,CD4T,hESC-H9,HEK293T,RNH2-KO-T3-8,RNH2-KO-T3-17
57,34050.623034331984,0.0,3647421.633757432,5698286.015875272,5452416.592705649,5342837.171221999,5033870.187403447
58,33988.434106067616,0.0,3688516.6768701863,5722709.8781920895,5182753.181974746,5448405.915014511,5154855.019812293
59,33926.35832781406,0.0,3766049.2096659327,5671244.726073157,5108045.597338215,5465757.146958948,5288053.046041108
60,33864.39549369986,0.0,3843853.1683784993,5705036.479053416,5166835.362380209,5392926.464462114,5404008.094110947
61,33802.54539822815,0.0,3834491.943608878,5768255.137022737,5266615.830172798,5347966.017841836,5399108.034726717
62,33740.80783627592,0.0,3766685.4175787587,5822285.857519466,5406151.908661898,5466123.872778483,5238613.639707847
63,33679.18260309342,0.0,3758951.324225046,5863546.059660278,5417506.150201143,5629314.374377531,5218514.725385677
64,33617.669494303394,0.0,3723701.9281952037,6006360.77612977,5415699.898525958,5721564.298263902,5299436.3659211295
65,33556.26830590047,0.0,3796574.8514941796,6134319.152244818,5518066.499978275,5682773.9406641135,5277850.4915629355
66,33494.97883425044,0.0,3948750.5876212865,6147911.107956843,5617849.148795263,5726072.207826232,5309893.682809514
67,33433.8008760896,0.0,4119887.5913161226,6155603.234132308,5687046.684363903,5872884.7341203205,5376424.122106612
68,33372.73422852407,0.0,4230750.35026183,6245274.4601579765,5738771.020863866,5957176.542445005,5398244.884802085
69,33311.77868902914,0.0,4201523.02010929,6305499.175854839,5780317.290164953,5930485.4589970205,5390115.791820973
70,33250.93405544858,0.0,4146248.9845371014,6324191.4343402935,5813110.183068603,5908196.096722819,5389455.6176709365
71,33190.20012599397,0.0,4109310.8392244657,6390712.095189934,5817812.42091785,5959755.242592123,5372208.105032964
72,33129.57669924404,0.0,4139133.7895112317,6438307.729074626,5981565.027648294,6108247.696761781,5392600.538601074
73,33069.06357414399,0.0,4146707.99614847,6388945.2290518535,5996978.279313398,6332999.1855431385,5564209.967127004
74,33008.66055000484,0.0,4180412.0332496087,6374212.35715443,5946783.6141590765,6590419.952996458,5553190.830335148
75,32948.36742650276,0.0,4186193.047991727,6390689.876179394,5896385.24064078,6857883.266390589,5476875.7809117185
76,32888.18400367837,0.0,4154536.1556980624,6398767.973688607,5875730.2358357385,7248146.669346874,5593292.28493128
77,32828.11008193613,0.0,4299063.563911707,6427385.238221037,5860980.459604045,7352960.059052374,5708593.896212165
78,32768.14546204366,0.0,4438468.731074106,6494803.053030045,5832631.28766329,7283870.297559247,5645817.190044625
79,32708.28994513108,0.0,4503067.640996181,6511536.913868869,5859866.688400879,6960288.004072815,5587376.509396595
80,32648.543332690315,0.0,4537712.202080028,6590241.871603413,6030477.810399319,6560320.377035418,5844104.056611588
81,32588.905426574485,0.0,4559242.393211873,6653397.815950965,6043024.757474295,6311031.280897595,5844061.6833449565
82,32529.376028997234,0.0,4514584.485266689,6776483.740349344,6052569.712193119,6204012.958104037,5825559.483023131
83,32469.954942532062,0.0,4484918.89101401,6765685.501763449,6006012.6592082,6229250.422301116,5803891.081887041
84,32410.64197011168,0.0,4540622.5516166575,6768280.962883354,5944070.558807779,6185012.940595631,5836104.824753039
85,32351.436915027356,0.0,4621258.279183313,6868903.005235978,5982348.631785635,6177752.1766092805,5987392.3943648
86,32292.339580928256,0.0,4641156.331165799,6973553.976380352,6100047.598602769,6171995.347498646,6064912.09146514
87,32233.349771820802,0.0,4638188.297070734,7084715.000844041,6184545.74616843,6100929.635016608,6013979.638262066
88,32174.467292068013,0.0,4774900.422503298,7123557.695952911,6220353.662218017,6200833.968818768,6009449.497615652
